genre,score,writer,star,budget,gross,company,runtime
Action,6.1,Michael Diliberti,Jesse Eisenberg,28000000,40662632,Columbia Pictures,83
Biography,6.4,Abi Morgan,Meryl Streep,13000000,115890699,DJ Films,105
Comedy,6.7,Lynn Shelton,Mark Duplass,125000,3242802,Ada Films,90
Comedy,6.0,Sean Anders,Jim Carrey,55000000,187361754,Twentieth Century Fox,94
Drama,7.0,Alex Kendrick,Alex Kendrick,2000000,35185884,TriStar Pictures,129
Drama,7.6,Heng Liu,Christian Bale,94000000,2855644,Beijing New Picture Film,146
Horror,5.2,Brian Miller,Warren Christie,5000000,26236153,Dimension Films,86
Drama,6.9,John Orloff,Rhys Ifans,30000000,15395087,Columbia Pictures,130
Animation,5.4,Cinco Paul,Russell Brand,63000000,183954145,Universal Pictures,95
Drama,5.6,Brian Patrick O'Toole,Taylor Schilling,20000000,4627375,Atlas Productions,97
Animation,5.9,George Miller,Elijah Wood,135000000,159197038,Warner Bros.,100
Drama,6.6,Kyle Killen,Mel Gibson,21000000,7294800,Summit Entertainment,91
Drama,7.7,Imtiaz Ali,Ranbir Kapoor,10920000,11219667,Eros Worldwide,159
Action,4.4,Matthew Fogel,Martin Lawrence,32000000,82686066,New Regency Productions,107
Comedy,5.3,Allan Loeb,Vince Vaughn,70000000,69721966,Universal Pictures,111
Drama,6.8,Karen Janszen,Morgan Freeman,37000000,95943453,Alcon Entertainment,113
Action,8.0,Joss Whedon,Robert Downey Jr.,220000000,1518815515,Marvel Studios,143
Drama,8.4,Quentin Tarantino,Jamie Foxx,100000000,426074373,The Weinstein Company,165
Adventure,7.8,Fran Walsh,Martin Freeman,180000000,1017003568,Metro-Goldwyn-Mayer (MGM),169
Action,7.2,Gary Ross,Jennifer Lawrence,78000000,694394724,Lionsgate,142
Action,8.4,Jonathan Nolan,Christian Bale,250000000,1081142612,Warner Bros.,164
Comedy,7.1,Kay Cannon,Anna Kendrick,17000000,115350426,Brownstone Productions (II),112
Comedy,6.2,Judd Apatow,Paul Rudd,35000000,88215156,Apatow Productions,134
Drama,8.3,Tobias Lindholm,Mads Mikkelsen,3800000,15843274,Danmarks Radio (DR),115
Adventure,7.0,Jon Spaihts,Noomi Rapace,130000000,403354469,Twentieth Century Fox,124
Comedy,7.8,Wes Anderson,Jared Gilman,16000000,68264022,Indian Paintbrush,94
Drama,7.6,Sergio G. Sánchez,Naomi Watts,45000000,198087212,Mediaset España,114
Biography,7.7,Chris Terrio,Ben Affleck,44500000,232325503,Warner Bros.,120
Adventure,5.5,Melissa Rosenberg,Kristen Stewart,120000000,829747654,Summit Entertainment,115
Action,7.0,Lee Child,Tom Cruise,60000000,218340595,Paramount Pictures,130
Drama,7.4,Mark Boal,Jessica Chastain,40000000,132820716,Columbia Pictures,157
Action,7.4,David Mitchell,Tom Hanks,102000000,130482868,Cloud Atlas Productions,172
Action,7.7,Neal Purvis,Daniel Craig,200000000,1108569499,Metro-Goldwyn-Mayer (MGM),143
Drama,7.9,Stephen Chbosky,Logan Lerman,13000000,33384127,Summit Entertainment,103
Action,6.9,James Vanderbilt,Andrew Garfield,230000000,757930663,Columbia Pictures,136
Drama,7.6,William Nicholson,Hugh Jackman,61000000,441809770,Universal Pictures,158
Comedy,7.7,David O. Russell,Bradley Cooper,21000000,236412453,The Weinstein Company,122
Action,6.1,Evan Daugherty,Kristen Stewart,170000000,396592829,Roth Films,127
Drama,7.2,Paul Thomas Anderson,Philip Seymour Hoffman,32000000,28258060,The Weinstein Company,138
Action,7.4,Rian Johnson,Joseph Gordon-Levitt,30000000,176506819,TriStar Pictures,113
Crime,6.2,Andrew Dominik,Brad Pitt,15000000,37930465,Plan B Entertainment,97
Drama,7.3,John Gatins,Denzel Washington,31000000,161772375,Paramount Pictures,138
Action,7.2,Michael Bacall,Jonah Hill,42000000,201585328,Columbia Pictures,109
Comedy,6.9,Seth MacFarlane,Mark Wahlberg,50000000,549368315,Universal Pictures,106
Horror,6.8,Scott Derrickson,Ethan Hawke,3000000,82515113,Summit Entertainment,110
Action,6.3,Timothy Dowling,Reese Witherspoon,65000000,156491279,Overbrook Entertainment,103
Comedy,5.5,David Caspe,Adam Sandler,70000000,57719093,Columbia Pictures,116
Biography,7.3,Tony Kushner,Daniel Day-Lewis,65000000,275293450,Dreamworks Pictures,150
Animation,7.1,Brenda Chapman,Kelly Macdonald,185000000,538983207,Walt Disney Pictures,93
Crime,7.3,Derek Cianfrance,Ryan Gosling,15000000,47052899,Sidney Kimmel Entertainment,140
Action,7.1,John Wagner,Karl Urban,50000000,41037742,DNA Films,95
Comedy,6.2,Seth Grahame-Smith,Johnny Depp,150000000,245527149,Warner Bros.,113
Action,6.6,Andrew Stanton,Taylor Kitsch,250000000,284139100,Walt Disney Pictures,132
Action,5.8,Jon Hoeber,Alexander Skarsgård,209000000,303025485,Universal Pictures,131
Comedy,6.1,Reid Carolin,Channing Tatum,7000000,167739961,Iron Horse Entertainment (II),110
Animation,7.1,Peter Baynham,Adam Sandler,85000000,358375603,Columbia Pictures,91
Crime,7.3,Nick Cave,Tom Hardy,26000000,55404207,The Weinstein Company,116
Crime,5.3,Harmony Korine,Vanessa Hudgens,5000000,32170399,Muse Productions,94
Action,6.3,Len Wiseman,Kate Beckinsale,70000000,160112671,Screen Gems,88
Comedy,3.7,Patrick Melton,Danielle Panabaker,5000000,8518634,Dimension Films,83
Action,6.7,David Guggenheim,Denzel Washington,85000000,208076205,Universal Pictures,115
Adventure,6.7,Lorene Scafaria,Steve Carell,10000000,11681781,Focus Features,101
Action,6.6,Tony Gilroy,Jeremy Renner,125000000,276144750,Universal Pictures,135
Action,5.9,Seth Grahame-Smith,Benjamin Walker,69000000,116471580,Abraham Productions,105
Animation,7.7,Rich Moore,John C. Reilly,165000000,471222889,Walt Disney Animation Studios,101
Action,6.2,Kurt Wimmer,Colin Farrell,125000000,198467168,Total Recall,118
Comedy,6.6,Matt Drake,Thomas Mann,12000000,102731865,Green Hat Films,88
Comedy,6.7,Jon Hurwitz,Jason Biggs,50000000,234989584,Universal Pictures,113
Crime,6.5,Shane Salerno,Aaron Taylor-Johnson,45000000,82966152,Ixtlan,131
Adventure,7.9,Yann Martel,Suraj Sharma,120000000,609016565,Fox 2000 Pictures,127
Drama,6.6,Tom Stoppard,Keira Knightley,40600000,68929150,Universal Pictures,129
Action,5.4,Paul W.S. Anderson,Milla Jovovich,65000000,240159255,Constantin Film International,95
Action,6.8,Etan Cohen,Will Smith,225000000,624026776,Columbia Pictures,106
Action,5.8,Brian Gunn,Josh Hutcherson,79000000,335260290,New Line Cinema,94
Comedy,7.2,Martin McDonagh,Colin Farrell,15000000,32226382,CBS Films,110
Comedy,5.9,Justin Theroux,Julianne Hough,75000000,59418613,New Line Cinema,123
Comedy,6.4,Sacha Baron Cohen,Sacha Baron Cohen,65000000,179379533,Paramount Pictures,83
Comedy,5.7,Jared Stern,Ben Stiller,68000000,68267862,Twentieth Century Fox,102
Action,6.6,Richard Wenk,Sylvester Stallone,100000000,314975955,Lionsgate,103
Comedy,7.0,Derek Connolly,Aubrey Plaza,750000,4424699,FilmDistrict,86
Adventure,7.0,Max Landis,Dane DeHaan,12000000,126636097,Twentieth Century Fox,84
Action,5.4,Carl Ellsworth,Chris Hemsworth,65000000,50950296,FilmDistrict,93
Action,7.6,David Ayer,Jake Gyllenhaal,7000000,55078146,Exclusive Media Group,109
Action,5.7,Dan Mazeau,Sam Worthington,150000000,301970083,Warner Bros.,99
Drama,7.4,Jeff Nichols,Matthew McConaughey,10000000,32613173,Lionsgate,130
Animation,6.4,Dr. Seuss,Zac Efron,70000000,348840316,Universal Pictures,86
Action,6.6,Pablo F. Fenjves,Sam Worthington,42000000,47636031,Summit Entertainment,102
Animation,6.3,Maya Forbes,Zachary Gordon,22000000,77229695,Fox 2000 Pictures,94
Drama,6.5,Will Fetters,Zac Efron,25000000,99357138,Warner Bros.,101
Animation,7.3,David Lindsay-Abaire,Hugh Jackman,145000000,306941670,DreamWorks Animation,97
Biography,6.8,Morgan Land,Michael Shannon,10000000,4552970,Bleiberg Entertainment,106
Horror,6.1,Alexandre Aja,Elijah Wood,6000000,2631275,La Petite Reine,89
Animation,6.8,Eric Darnell,Ben Stiller,145000000,746921274,DreamWorks Animation,93
Comedy,6.2,Jason Segel,Jason Segel,30000000,54169363,Universal Pictures,124
Drama,5.6,David Loucka,Jennifer Lawrence,10000000,44287131,Relativity Media,101
Biography,7.2,Ben Lewin,John Hawkes,1000000,10656155,Fox Searchlight Pictures,95
Drama,6.4,Susan Hill,Daniel Radcliffe,17000000,128955898,CBS Films,95
Comedy,5.1,Mike Cerrone,Sean Hayes,30000000,54819301,Twentieth Century Fox,92
Comedy,6.5,Keith Merryman,Chris Brown,12000000,96070507,Screen Gems,122
Drama,6.8,Abby Kohn,Rachel McAdams,30000000,196114570,Screen Gems,104
Action,6.3,Luc Besson,Liam Neeson,45000000,376152455,EuropaCorp,92
Crime,6.4,Craig Zobel,Ann Dowd,270000,592116,Bad Cop Bad Cop Film Productions,90
Drama,6.4,Lem Dobbs,Robert Redford,2000000,20014680,Voltage Pictures,125
Action,6.1,Dax Shepard,Dax Shepard,2000000,16816647,Exclusive Media Group,100
Action,6.5,Kurt Johnstad,Alex Veadov,12000000,82499399,Relativity Media,110
Adventure,5.3,Brian De Palma,Rachel McAdams,20000000,713616,SBS Productions,102
Adventure,6.1,Jack Kerouac,Sam Riley,25000000,9617377,MK2 Productions,124
Action,5.7,Alessandro Camon,Sylvester Stallone,45000000,21947209,IM Global,92
Comedy,4.4,Lisa Azuelos,Miley Cyrus,11000000,10578643,Double Feature Films,97
Comedy,6.8,Jonathan Kasdan,Dylan O'Brien,2000000,92654,Samuel Goldwyn Films,95
Animation,6.5,Michael Berg,Ray Romano,95000000,877244782,Blue Sky Studios,88
Horror,6.0,David Cohen,Luke Evans,2900000,1048704,Milk & Media,86
Adventure,5.6,Marc Klein,Lily Collins,85000000,183018522,Relativity Media,106
Drama,4.8,Stephen Elliott,Ashley Hinshaw,2500000,8315,Enderby Entertainment,98
Biography,6.8,John J. McLaughlin,Anthony Hopkins,15700000,27039669,Fox Searchlight Pictures,98
Horror,5.2,Rob Zombie,Sheri Moon Zombie,1500000,1544989,Alliance,101
Drama,6.4,Amanda Brody,Kathryn McCormick,33000000,140470746,Summit Entertainment,99
Comedy,7.2,Zoe Kazan,Paul Dano,8000000,9368803,Fox Searchlight Pictures,104
Crime,5.8,Peter Dexter,Matthew McConaughey,12500000,3783865,Millennium Films,107
Horror,5.9,Juliet Snowden,Natasha Calis,14000000,85446075,Ghost House Pictures,92
Action,5.0,M.J. Bassett,Adelaide Clemens,20000000,55362705,Davis-Films,95
Action,6.5,Boaz Yakin,Jason Statham,30000000,41564670,IM Global,94
Comedy,6.4,Tim Macy,Juno Temple,900000,245027,Atlantic Pictures (II),101
Action,5.2,Marc Moss,Tyler Perry,35000000,34618867,Block / Hanson,101
Drama,7.9,Michael Haneke,Jean-Louis Trintignant,8900000,29664140,Les Films du Losange,127
Comedy,5.7,Shauna Cross,Cameron Diaz,40000000,84384002,Lionsgate,110
Drama,6.8,Randy Brown,Clint Eastwood,30000000,48963137,Warner Bros.,111
Action,6.4,Allan Loeb,Kevin James,42000000,73100172,Columbia Pictures,105
Horror,6.1,Patrick Melton,Josh Stewart,7500000,9929706,LD Entertainment,82
Animation,7.0,Chris Butler,Kodi Smit-McPhee,60000000,107139399,Focus Features,92
Action,6.4,Aaron Guzikowski,Mark Wahlberg,25000000,96262212,Universal Pictures,109
Drama,6.6,Nicholas Jarecki,Richard Gere,12000000,35485056,Lionsgate,107
Action,5.4,RZA,Russell Crowe,15000000,20546518,Arcade Pictures,95
Crime,5.1,David Cronenberg,Robert Pattinson,20500000,7029095,Alfama Films,109
Comedy,6.1,Chris Henchy,Will Ferrell,95000000,104907746,Warner Bros.,85
Animation,6.9,Leonard Ripps,Winona Ryder,39000000,81493846,Walt Disney Pictures,87
Comedy,5.7,Dan Fogelman,Barbra Streisand,40000000,41863726,Paramount Pictures,95
Comedy,6.5,Noah Haidle,Al Pacino,15000000,5072654,Lionsgate,95
Crime,6.3,Zach Dean,Eric Bana,12000000,1946254,Magnolia Pictures,95
Drama,7.0,Brian Klugman,Bradley Cooper,6000000,15950164,Also Known As Pictures,102
Action,5.0,John Hyams,Jean-Claude Van Damme,10000000,1402307,Foresight Unlimited,114
Drama,6.6,John Krasinski,Matt Damon,15000000,11039031,Focus Features,106
Adventure,7.3,Lucy Alibar,Quvenzhané Wallis,1800000,21107746,Cinereach,93
Action,5.9,John Ridley,Cuba Gooding Jr.,58000000,50365498,Twentieth Century Fox,125
Action,4.9,Scott Wiper,Henry Cavill,20000000,16863583,Summit Entertainment,93
Horror,4.1,Todd Lincoln,Ashley Greene,17000000,11350665,Warner Bros.,82
Action,6.1,James Mather,Guy Pearce,20000000,32948113,EuropaCorp,95
Biography,7.1,Kario Salem,Jonny Weston,20000000,7942116,Fox 2000 Pictures,116
Comedy,5.3,Leslye Headland,Kirsten Dunst,3000000,12128575,Gary Sanchez Productions,87
Comedy,4.8,D.V. DeVincentis,Rebecca Hall,26350000,1577272,Emmett/Furla/Oasis Films (EFO Films),94
Comedy,6.0,Lisa Addario,Billy Crystal,25000000,119772232,Twentieth Century Fox,105
Crime,6.4,Hannah Shakespeare,John Cusack,26000000,29699345,Intrepid Pictures,110
Comedy,6.7,Josh Radnor,Josh Radnor,2000000,1150681,BCDF Pictures,97
Action,5.5,David Guggenheim,Nicolas Cage,35000000,17415418,Millennium Films,96
Adventure,7.2,Petter Skavlan,Pål Sverre Hagen,16600000,22842887,Recorded Picture Company (RPC),118
Horror,4.6,Christopher Landon,Stephen Dunham,5000000,142802657,Paramount Pictures,88
Comedy,6.8,Ronald Harwood,Maggie Smith,11000000,59520298,Headline Pictures,98
Comedy,5.7,Robbie Fox,Gerard Butler,35000000,30962335,Eclectic Pictures,105
Drama,6.4,Juan Solanas,Jim Sturgess,60000000,22187813,Upside Down Films,109
Comedy,6.6,Peter Hedges,Jennifer Garner,25000000,56012642,Monsterfoot Productions,105
Action,6.5,David Koepp,Joseph Gordon-Levitt,35000000,31083599,Columbia Pictures,91
Drama,6.0,David Chase,John Magaro,20000000,636399,Chase Films,112
Drama,7.5,Andrew Stern,Jason Bateman,10000000,3428048,LD Entertainment,115
Animation,6.7,Gideon Defoe,Hugh Grant,55000000,123054041,Columbia Pictures,88
Horror,5.0,Oren Peli,Jesse McCartney,1000000,38390020,Alcon Entertainment,86
Crime,7.2,Farhan Akhtar,Aamir Khan,7395080,5277766,Aamir Khan Productions,140
Comedy,6.3,Vanessa Taylor,Meryl Streep,30000000,114281051,Columbia Pictures,100
Comedy,7.1,Alex Kurtzman,Chris Pine,16000000,12558931,Dreamworks Pictures,114
Comedy,5.2,Amy Heckerling,Alicia Silverstone,16000000,92748,Lucky Monkey Pictures,92
Comedy,5.9,Steve Koren,Eddie Murphy,40000000,22044277,DreamWorks,91
Animation,5.9,Bob Barlen,Brendan Fraser,40000000,74939189,Blue Yonder Films,89
Comedy,6.0,Katie Anne Naylon,Ari Graynor,850000,1386088,AdScott Pictures,85
Biography,6.5,Jack Amiel,Drew Barrymore,40000000,24740061,Universal Pictures,107
Drama,7.4,Nancy Doyne,Julianne Moore,6000000,2711379,Red Crown Productions,99
Horror,4.2,William Brent Bell,Fernanda Andrade,1000000,101758490,Insurge Pictures,83
Comedy,6.3,Imtiaz Ali,Saif Ali Khan,7980000,2724695,Cocktail Film,146
Adventure,5.4,Max Werner,Victoria Justice,14000000,11417362,Paramount Pictures,86
Comedy,7.1,Christopher Ford,Peter Sarsgaard,2500000,4806423,Dog Run Pictures,89
Biography,8.2,Terence Winter,Leonardo DiCaprio,100000000,392000694,Red Granite Pictures,180
Action,7.1,Drew Pearce,Robert Downey Jr.,200000000,1214811252,Marvel Studios,130
Horror,7.5,Chad Hayes,Patrick Wilson,20000000,320290989,New Line Cinema,112
Crime,8.1,Aaron Guzikowski,Hugh Jackman,46000000,122126687,Alcon Entertainment,153
Action,6.8,Christopher L. Yost,Chris Hemsworth,170000000,644783140,Marvel Studios,112
Horror,5.7,James DeMonaco,Ethan Hawke,3000000,89328627,Universal Pictures,85
Comedy,5.4,Fred Wolf,Adam Sandler,80000000,246984278,Columbia Pictures,101
Action,7.0,Chris Morgan,Vin Diesel,160000000,788680968,Universal Pictures,130
Drama,7.7,Alfonso Cuarón,Sandra Bullock,100000000,723192705,Warner Bros.,91
Comedy,7.8,Richard Curtis,Domhnall Gleeson,12000000,87100449,Translux,123
Adventure,7.8,Fran Walsh,Ian McKellen,225000000,959007513,Metro-Goldwyn-Mayer (MGM),161
Action,7.0,David S. Goyer,Henry Cavill,225000000,668045518,Warner Bros.,143
Drama,6.3,Walter Campbell,Scarlett Johansson,13300000,5866389,Film4,108
Comedy,7.3,Jim Jarmusch,Tilda Swinton,7000000,7609187,Recorded Picture Company (RPC),123
Drama,8.0,Spike Jonze,Joaquin Phoenix,23000000,48517427,Annapurna Pictures,126
Action,7.1,Jacques Lob,Chris Evans,39200000,86758912,SnowPiercer,126
Comedy,7.0,Bob Fisher,Jason Sudeikis,37000000,269994119,New Line Cinema,110
Action,6.5,Jeff Wadlow,Aaron Taylor-Johnson,28000000,60795985,Universal Pictures,103
Animation,7.4,Jennifer Lee,Kristen Bell,150000000,1281508100,Walt Disney Animation Studios,102
Drama,7.2,Baz Luhrmann,Leonardo DiCaprio,105000000,353642274,Warner Bros.,143
Crime,7.2,Eric Warren Singer,Christian Bale,40000000,251171807,Columbia Pictures,138
Adventure,5.3,Eli Roth,Lorenza Izzo,5000000,12666449,Worldview Entertainment,100
Action,8.1,Peter Morgan,Daniel Brühl,38000000,96983009,Exclusive Media Group,123
Animation,7.2,Dan Scanlon,Billy Crystal,200000000,743559645,Walt Disney Pictures,104
Comedy,6.5,Joseph Gordon-Levitt,Joseph Gordon-Levitt,3000000,39439355,Voltage Pictures,90
Crime,7.2,Ed Solomon,Jesse Eisenberg,75000000,351723989,Summit Entertainment,115
Action,7.0,Karl Gajdusek,Tom Cruise,120000000,286168572,Universal Pictures,124
Comedy,5.7,Craig Mazin,Jason Bateman,35000000,173965010,Aggregate Films,111
Action,7.7,Roberto Orci,Chris Pine,190000000,467365246,Paramount Pictures,132
Action,7.5,Simon Beaufoy,Jennifer Lawrence,130000000,865011746,Color Force,146
Action,6.5,Sylvester Stallone,Jason Statham,22000000,48449416,Open Road Films (II),100
Comedy,4.3,Rocky Russo,Emma Stone,6000000,32443111,Relativity Media,94
Action,7.0,Matthew Michael Carnahan,Brad Pitt,190000000,540455876,Paramount Pictures,116
Biography,8.1,John Ridley,Chiwetel Ejiofor,20000000,187733202,New Regency Productions,134
Action,5.8,Rhett Reese,Dwayne Johnson,130000000,375740705,Paramount Pictures,110
Biography,8.0,Craig Borten,Matthew McConaughey,5000000,55736588,Truth Entertainment (II),117
Adventure,7.3,Steve Conrad,Ben Stiller,90000000,188133322,Twentieth Century Fox,114
Action,6.9,Travis Beacham,Idris Elba,190000000,411002906,Warner Bros.,131
Animation,7.2,Chris Sanders,Nicolas Cage,135000000,587205319,DreamWorks Animation,98
Comedy,6.6,Seth Rogen,James Franco,32000000,126041322,Columbia Pictures,107
Comedy,7.4,Nat Faxon,Steve Carell,5000000,26474920,Sycamore Pictures,103
Comedy,6.3,Vince Vaughn,Vince Vaughn,58000000,93492844,Twentieth Century Fox,119
Action,6.6,Neill Blomkamp,Matt Damon,115000000,286140700,TriStar Pictures,109
Action,6.1,Tommy Wirkola,Jeremy Renner,50000000,226349749,Paramount Pictures,88
Adventure,7.8,Billy Ray,Tom Hanks,55000000,218791811,Scott Rudin Productions,134
Horror,6.5,Fede Alvarez,Jane Levy,17000000,97542952,TriStar Pictures,91
Action,6.3,James Vanderbilt,Channing Tatum,150000000,205366737,Columbia Pictures,131
Action,6.5,Creighton Rothenberger,Gerard Butler,70000000,170270201,Millennium Films,119
Action,7.5,Peter Berg,Mark Wahlberg,40000000,154802912,Film 44,121
Adventure,6.3,Mitchell Kapner,James Franco,215000000,493311825,Walt Disney Pictures,130
Action,6.4,Christopher Markus,Mark Wahlberg,26000000,87305549,Paramount Pictures,129
Action,5.7,Garon Tsuchiya,Josh Brolin,30000000,5186767,Good Universe,104
Action,6.8,Brad Ingelsby,Christian Bale,22000000,15661554,Appian Way,116
Drama,7.2,James Ward Byrkit,Emily Baldoni,50000,139745,Bellanova Films,89
Action,6.6,Gavin Hood,Harrison Ford,110000000,125544024,Summit Entertainment,114
Comedy,6.3,Will Ferrell,Will Ferrell,50000000,173649931,Paramount Pictures,119
Comedy,7.0,Simon Pegg,Simon Pegg,20000000,46091271,Universal Pictures,109
Drama,6.8,Wentworth Miller,Mia Wasikowska,12000000,12077441,Fox Searchlight Pictures,99
Action,5.9,Jessica Postigo,Lily Collins,60000000,95396573,Screen Gems,130
Fantasy,6.2,Andy Muschietti,Jessica Chastain,15000000,146428180,Universal Pictures,100
Action,6.4,David Twohy,Vin Diesel,38000000,98337295,Riddick Canada Productions,119
Action,5.3,Skip Woods,Bruce Willis,92000000,304654182,Twentieth Century Fox,98
Action,6.7,Miles Chapman,Sylvester Stallone,50000000,137328301,Summit Entertainment,115
Action,6.7,Mark Bomback,Hugh Jackman,120000000,414828246,Twentieth Century Fox,126
Horror,4.8,Adam Marcus,Alexandra Daddario,20000000,47340586,Lionsgate,92
Animation,7.3,Cinco Paul,Steve Carell,76000000,970766005,Universal Pictures,98
Action,6.3,Chris Morgan,Keanu Reeves,175000000,151783839,Bluegrass Films,128
Drama,6.2,Anne Fontaine,Naomi Watts,16000000,1575749,Gaumont,112
Action,5.6,Kyle Ward,Danny Trejo,20000000,17496820,AR Films,107
Comedy,6.8,Isaac Marion,Nicholas Hoult,35000000,116980662,Summit Entertainment,98
Adventure,5.8,Marc Guggenheim,Logan Lerman,90000000,199850315,Fox 2000 Pictures,106
Comedy,7.3,Woody Allen,Cate Blanchett,18000000,99104804,Gravier Productions,98
Drama,6.7,Dana Stevens,Julianne Hough,28000000,97594140,Relativity Media,115
