rating,genre,score,director,star,budget,gross,company,runtime
PG,Comedy,6.6,John Madden,Judi Dench,10000000,85978292,Blueprint Pictures,122
PG-13,Horror,4.9,Gil Kenan,Sam Rockwell,35000000,95437994,Fox 2000 Pictures,93
PG-13,Comedy,6.3,Lorene Scafaria,Susan Sarandon,3200000,5425148,Anonymous Content,103
R,Drama,6.2,Max Joseph,Zac Efron,2000000,11122090,StudioCanal,96
R,Comedy,6.7,Paul Weitz,Lily Tomlin,600000,7205073,Depth of Field,79
R,Drama,5.3,Angelina Jolie,Brad Pitt,10000000,3334927,Universal Pictures,122
R,Action,5.5,David Koepp,Johnny Depp,60000000,47275717,MWM Studios,107
PG-13,Drama,6.4,Dean Israelite,Amy Landecker,12000000,33213241,Insurge Pictures,106
PG-13,Biography,7.2,Matt Brown,Dev Patel,10000000,12252684,Pressman Film,108
PG-13,Drama,6.0,Craig Zobel,Chiwetel Ejiofor,7500000,381839,Silver Reel,98
PG-13,Drama,6.1,Drake Doremus,Nicholas Hoult,16000000,2084628,Freedom Media,101
R,Adventure,7.2,Rick Famuyiwa,Shameik Moore,7000000,17986781,i am OTHER,103
PG-13,Action,5.2,Anne Fletcher,Reese Witherspoon,35000000,51380201,Metro-Goldwyn-Mayer (MGM),87
PG-13,Comedy,6.2,Michael Dougherty,Adam Scott,15000000,61548707,Legendary Entertainment,98
R,Action,5.8,Pierre Morel,Sean Penn,40000000,24177137,Open Road Films (II),115
R,Comedy,6.4,Jonathan Levine,Joseph Gordon-Levitt,25000000,52395996,Columbia Pictures,101
PG-13,Drama,4.8,Michael Polish,Kate Bosworth,5000000,4842699,Astute Films,121
PG-13,Action,7.1,Wilson Yip,Donnie Yen,36000000,157029618,Golden Harvest Company,105
PG,Biography,7.4,Niki Caro,Kevin Costner,17000000,45710059,Mayhem Pictures,129
G,Animation,7.1,Steve Martino,Noah Schnapp,99000000,246233113,Twentieth Century Fox Animation,88
R,Comedy,5.5,Barry Levinson,Bill Murray,15000000,3394174,Covert Media,106
PG-13,Drama,6.1,Gus Van Sant,Matthew McConaughey,25000000,906995,Bloom,110
PG,Animation,5.0,Walt Becker,Jason Lee,90000000,234798636,Fox 2000 Pictures,92
PG-13,Horror,5.2,David Gelb,Olivia Wilde,3300000,38356892,Blumhouse Productions,83
PG-13,Comedy,5.8,Jessie Nelson,Steve Martin,17000000,42426912,CBS Films,107
PG-13,Biography,6.9,Patricia Riggen,Antonio Banderas,26000000,27972023,Alcon Entertainment,127
PG,Animation,7.7,Mark Osborne,Jeff Bridges,81200000,97571250,Onyx Films,108
R,Drama,6.6,Joachim Trier,Jesse Eisenberg,11000000,1160724,Motlys,109
R,Horror,4.3,Travis Cluff,Reese Mishler,100000,42964410,New Line Cinema,81
R,Action,6.9,John Maclean,Kodi Smit-McPhee,2000000,1295574,Film4,84
R,Crime,6.3,Jon Watts,Kevin Bacon,800000,143658,Audax Films,88
PG,Adventure,4.2,Jon M. Chu,Aubrey Peeples,5000000,2333684,Allspark Pictures,118
PG-13,Action,5.4,Jerry Jameson,Kate Mara,2000000,2801508,BN Films,97
R,Comedy,6.1,David Gordon Green,Sandra Bullock,28000000,8527658,Fortis Films,107
R,Comedy,5.4,Ken Scott,Vince Vaughn,35000000,14431253,New Regency Productions,91
R,Comedy,5.1,Steve Pink,Rob Corddry,14000000,13081651,Paramount Pictures,93
R,Comedy,6.6,Michael Showalter,Sally Field,1000000,14659448,Red Crown Productions,90
PG-13,Comedy,5.9,Jonathan Demme,Meryl Streep,18000000,41325328,Clinica Estetico,101
R,Biography,7.0,Dan Fogelman,Al Pacino,10000000,10835752,Big Indie Pictures,106
PG,Drama,6.9,Bill Condon,Ian McKellen,11000000,29355203,Miramax,104
PG,Action,4.4,Andy Fickman,Kevin James,30000000,107588225,Columbia Pictures,94
PG,Drama,6.5,Alex Kendrick,Priscilla C. Shirer,3000000,73256266,FaithStep Films,120
R,Action,6.0,Daniel Lee,Jackie Chan,65000000,122606884,Sparkle Roll Media,127
PG-13,Comedy,5.7,Garry Marshall,Jennifer Aniston,25000000,48782670,Open Road Films (II),118
PG-13,Action,5.9,David Ayer,Will Smith,175000000,746846894,Atlas Entertainment,123
PG-13,Action,6.9,Antoine Fuqua,Denzel Washington,90000000,162360636,Metro-Goldwyn-Mayer (MGM),132
PG-13,Action,7.8,Anthony Russo,Chris Evans,250000000,1153337496,Marvel Studios,147
PG-13,Action,6.8,Duncan Jones,Travis Fimmel,160000000,439048914,Legendary Entertainment,123
R,Action,8.0,Tim Miller,Ryan Reynolds,58000000,782836791,Twentieth Century Fox,108
PG-13,Action,7.5,Scott Derrickson,Benedict Cumberbatch,165000000,677796076,Marvel Studios,115
PG-13,Horror,7.3,M. Night Shyamalan,James McAvoy,9000000,278454417,Universal Pictures,117
PG-13,Drama,7.4,Thea Sharrock,Emilia Clarke,20000000,208314186,Metro-Goldwyn-Mayer (MGM),106
R,Crime,7.1,Fede Alvarez,Stephen Lang,9900000,157830487,Screen Gems,88
PG,Animation,7.6,Directors,Auli'i Cravalho,150000000,644411850,Hurwitz Creative,107
PG-13,Drama,7.9,Denis Villeneuve,Amy Adams,47000000,203388186,Lava Bear Films,116
PG-13,Action,6.9,Bryan Singer,James McAvoy,178000000,543934105,Twentieth Century Fox,144
R,Comedy,7.9,Matt Ross,Viggo Mortensen,5000000,23123592,Electric City Entertainment,118
PG-13,Action,7.0,Justin Lin,Chris Pine,185000000,343471816,Paramount Pictures,122
PG,Animation,7.1,Garth Jennings,Matthew McConaughey,75000000,634208384,Dentsu,108
PG-13,Comedy,8.0,Damien Chazelle,Ryan Gosling,30000000,448906865,Summit Entertainment,128
R,Horror,7.3,James Wan,Vera Farmiga,40000000,321788219,New Line Cinema,134
PG-13,Drama,7.0,Morten Tyldum,Jennifer Lawrence,110000000,303144152,Columbia Pictures,116
PG,Animation,8.0,Byron Howard,Ginnifer Goodwin,150000000,1024121104,Walt Disney Pictures,108
PG-13,Action,6.1,Cedric Nicolas-Troyan,Chris Hemsworth,115000000,164989338,Universal Pictures,114
R,Biography,8.1,Mel Gibson,Andrew Garfield,40000000,180563636,Summit Entertainment,139
R,Action,7.3,Michael Bay,John Krasinski,50000000,69411370,Paramount Pictures,144
R,Drama,7.5,Tom Ford,Amy Adams,22500000,30311857,Focus Features,116
PG-13,Action,7.8,Gareth Edwards,Felicity Jones,200000000,1056057720,Lucasfilm,133
PG-13,Action,6.4,Zack Snyder,Ben Affleck,250000000,873637528,Warner Bros.,152
PG,Animation,7.1,Alessandro Carloni,Jack Black,145000000,521170825,China Film Group Corporation (CFGC),95
R,Action,7.4,Shane Black,Russell Crowe,50000000,62788218,Warner Bros.,116
PG-13,Action,5.2,Roland Emmerich,Liam Hemsworth,165000000,389681935,Twentieth Century Fox,120
PG-13,Adventure,6.7,Tim Burton,Eva Green,110000000,296482446,Twentieth Century Fox,127
PG-13,Adventure,7.3,David Yates,Eddie Redmayne,180000000,814044001,Heyday Films,132
R,Action,5.5,Paul W.S. Anderson,Milla Jovovich,40000000,312242626,Screen Gems,107
R,Action,6.3,Ariel Vromen,Kevin Costner,31500000,38803993,Summit Entertainment,113
R,Action,5.8,Anna Foerster,Kate Beckinsale,35000000,81093313,Screen Gems,91
PG-13,Action,6.3,Jaume Collet-Serra,Blake Lively,17000000,119100758,Columbia Pictures,86
PG,Biography,7.8,Theodore Melfi,Taraji P. Henson,25000000,236225193,Fox 2000 Pictures,127
R,Animation,6.1,Greg Tiernan,Seth Rogen,19000000,140705322,Annapurna Pictures,89
R,Crime,6.5,Tate Taylor,Emily Blunt,45000000,173185859,Dreamworks Pictures,112
R,Action,7.6,David Mackenzie,Chris Pine,12000000,37879877,CBS Films,102
R,Action,6.0,James DeMonaco,Frank Grillo,10000000,118587880,Universal Pictures,108
PG-13,Action,6.7,Paul Feig,Melissa McCarthy,144000000,229147509,Columbia Pictures,117
R,Action,7.3,Gavin O'Connor,Ben Affleck,44000000,155160045,Warner Bros.,128
R,Horror,6.2,Nicolas Winding Refn,Elle Fanning,7000000,3377430,Space Rocket Nation,117
R,Drama,7.4,Barry Jenkins,Mahershala Ali,4000000,65336603,A24,111
PG-13,Action,6.6,Paul Greengrass,Matt Damon,120000000,415484914,Universal Pictures,123
R,Drama,7.8,Kenneth Lonergan,Casey Affleck,9000000,78988148,Amazon Studios,137
PG-13,Action,6.3,Rawson Marshall Thurber,Dwayne Johnson,50000000,216972543,New Line Cinema,107
R,Biography,7.1,Todd Phillips,Jonah Hill,40000000,86234523,BZ Entertainment,114
PG-13,Action,6.2,David Yates,Alexander Skarsgård,180000000,356700357,Village Roadshow Pictures,110
R,Drama,7.2,Martin Scorsese,Andrew Garfield,46000000,23834809,SharpSword Films,161
PG-13,Action,5.4,Alex Proyas,Brenton Thwaites,140000000,150680864,Pyramania,127
PG-13,Biography,7.2,John Lee Hancock,Michael Keaton,25000000,24121245,The Weinstein Company,115
PG-13,Action,6.2,Ron Howard,Tom Hanks,75000000,220021259,Columbia Pictures,121
PG-13,Action,6.5,Jon M. Chu,Jesse Eisenberg,90000000,334897606,Summit Entertainment,129
R,Drama,7.5,John Madden,Jessica Chastain,13000000,9101546,EuropaCorp,132
PG,Adventure,7.4,Jon Favreau,Neel Sethi,175000000,966554929,Fairview Entertainment,106
PG-13,Action,7.2,Dan Trachtenberg,John Goodman,15000000,110216998,Paramount Pictures,103
PG-13,Biography,6.6,James Gray,Charlie Hunnam,30000000,19263938,Keep Your Head,141
PG,Animation,7.3,Andrew Stanton,Ellen DeGeneres,200000000,1028570942,Pixar Animation Studios,97
PG-13,Biography,8.0,Garth Davis,Dev Patel,12000000,140853810,The Weinstein Company,118
PG-13,Drama,6.3,David F. Sandberg,Teresa Palmer,4900000,148868835,New Line Cinema,81
R,Comedy,4.8,Deon Taylor,Mike Epps,900000,9097072,Hidden Empire Film Group (HEFG),94
R,Action,7.1,Robert Zemeckis,Brad Pitt,85000000,119520023,Paramount Pictures,124
PG-13,Action,6.1,Edward Zwick,Tom Cruise,60000000,162146076,Paramount Pictures,118
R,Comedy,6.5,Sharon Maguire,Renée Zellweger,35000000,211952420,Universal Pictures,123
R,Comedy,6.1,Christian Ditter,Dakota Johnson,38000000,112343513,New Line Cinema,110
R,Biography,7.3,Oliver Stone,Joseph Gordon-Levitt,40000000,37357216,Endgame Entertainment,134
R,Action,5.3,Ana Lily Amirpour,Suki Waterhouse,6000000,201890,Human Stew Factory,118
R,Action,6.3,John Hillcoat,Casey Affleck,20000000,23177948,Worldview Entertainment,115
PG-13,Action,7.1,Peter Berg,Mark Wahlberg,110000000,121790373,Summit Entertainment,107
PG-13,Biography,7.4,Clint Eastwood,Tom Hanks,60000000,240797623,Flashlight Films,96
R,Action,5.8,Luke Scott,Kate Mara,8000000,8809407,Burk A Project,92
PG-13,Action,5.8,Burr Steers,Lily James,28000000,16457494,Cross Creek Pictures,108
R,Biography,7.0,Brad Furman,Bryan Cranston,28000000,21011110,George Films,127
R,Comedy,7.3,Kelly Fremon Craig,Hailee Steinfeld,9000000,19370020,Gracie Films,104
R,Drama,6.4,Gore Verbinski,Dane DeHaan,40000000,26620002,New Regency Productions,146
R,Action,5.9,Babak Najafi,Gerard Butler,60000000,205754447,Millennium Films,99
R,Comedy,5.9,Dan Mazer,Robert De Niro,25000000,94073028,Lionsgate,102
PG-13,Comedy,6.3,Ethan Coen,Josh Brolin,22000000,63945241,Universal Pictures,106
PG-13,Action,5.2,J Blakeson,Chloë Grace Moretz,38000000,109906372,Columbia Pictures,112
PG,Animation,6.5,Mike Mitchell,Anna Kendrick,125000000,346864886,DreamWorks Animation,92
PG-13,Action,5.7,Robert Schwentke,Shailene Woodley,110000000,179246868,Mandeville Films,120
R,Comedy,7.4,Jim Jarmusch,Adam Driver,5000000,9588282,K5 International,118
R,Comedy,7.0,Dan Kwan,Paul Dano,3000000,4935501,Astrakan Films,97
PG-13,Action,5.9,Yimou Zhang,Matt Damon,150000000,334933831,Legendary East,103
R,Comedy,6.0,Jake Szymanski,Zac Efron,33000000,77068246,Twentieth Century Fox,98
R,Comedy,6.2,Jon Lucas,Mila Kunis,20000000,183936074,STX Entertainment,100
PG-13,Drama,6.8,David Frankel,Will Smith,36000000,88528280,New Line Cinema,97
PG-13,Horror,6.0,William Brent Bell,Lauren Cohan,10000000,73929392,Lakeshore Entertainment,97
PG-13,Drama,7.2,Denzel Washington,Denzel Washington,24000000,64414761,BRON Studios,139
PG,Adventure,6.2,James Bobin,Mia Wasikowska,170000000,299820798,Walt Disney Pictures,113
R,Action,6.2,Louis Leterrier,Sacha Baron Cohen,35000000,27979040,Blue Sky Films,83
PG,Animation,5.7,Mike Thurmeier,Ray Romano,105000000,408754975,Blue Sky Studios,94
R,Action,7.4,Peter Berg,Mark Wahlberg,45000000,52185751,CBS Films,133
PG-13,Action,5.9,Greg Mottola,Zach Galifianakis,40000000,29918745,Fox 2000 Pictures,105
PG,Animation,6.5,Chris Renaud,Louis C.K.,75000000,875458631,Universal Pictures,87
R,Comedy,6.7,Akiva Schaffer,Andy Samberg,20000000,9680029,Universal Pictures,87
R,Comedy,7.3,Mike Mills,Annette Bening,7000000,7214806,A24,119
PG-13,Action,5.7,Justin Kurzel,Michael Fassbender,125000000,240697856,New Regency Productions,115
PG-13,Action,6.0,Dave Green,Megan Fox,135000000,245623848,Paramount Pictures,112
R,Comedy,6.9,Richard Linklater,Blake Jenner,10000000,4644472,Annapurna Pictures,117
R,Action,6.3,James Watkins,Idris Elba,20000000,14857808,StudioCanal,92
PG-13,Action,6.8,Craig Gillespie,Chris Pine,80000000,52099090,Walt Disney Pictures,117
PG,Biography,7.3,David L. Hunt,Neal McDonough,9000000,2000620,Greater Productions,130
R,Horror,6.1,Greg McLean,John Gallagher Jr.,5000000,11084630,Orion Pictures,89
PG,Adventure,6.4,Steven Spielberg,Mark Rylance,140000000,195243411,Walt Disney Pictures,117
PG-13,Action,4.7,Ben Stiller,Ben Stiller,50000000,56722693,Panorama Films,101
PG-13,Drama,6.6,Jeff Nichols,Michael Shannon,18000000,6740647,Warner Bros.,112
PG,Animation,6.3,Clay Kaytis,Jason Sudeikis,73000000,352333929,Columbia Pictures,97
R,Action,6.4,Ben Affleck,Ben Affleck,108000000,22678555,Appian Way,129
PG-13,Action,6.5,Henry Joost,Emma Roberts,19000000,85251425,Lionsgate,96
R,Action,5.7,Dennis Gansel,Jason Statham,40000000,125729635,Summit Entertainment,98
PG-13,Drama,7.2,Derek Cianfrance,Michael Fassbender,20000000,25975621,Heyday Films,133
R,Comedy,6.2,John Hamburg,Zoey Deutch,38000000,118102725,Twentieth Century Fox,111
PG,Biography,7.1,Patricia Riggen,Jennifer Garner,13000000,73983003,Columbia Pictures,109
R,Comedy,6.2,Nacho Vigalondo,Anne Hathaway,15000000,4531320,Toy Fight Productions,109
R,Comedy,5.7,Nicholas Stoller,Seth Rogen,35000000,108007109,Universal Pictures,92
PG-13,Action,5.7,Timur Bekmambetov,Jack Huston,100000000,94061311,Hivemind,123
R,Action,6.9,Gary Ross,Matthew McConaughey,50000000,25035950,Route One Entertainment,139
R,Biography,6.7,Pablo Larraín,Natalie Portman,9000000,29777777,Fox Searchlight Pictures,100
R,Crime,6.7,Stephen Gaghan,Matthew McConaughey,20000000,14880939,Black Bear Pictures,120
PG,Action,6.7,David Lowery,Bryce Dallas Howard,65000000,143695338,Walt Disney Pictures,102
R,Action,6.3,Peter Atencio,Keegan-Michael Key,15000000,20651333,Artists First,100
PG,Animation,6.8,Nicholas Stoller,Andy Samberg,70000000,183388953,RatPac-Dune Entertainment,87
PG-13,Adventure,7.5,J.A. Bayona,Lewis MacDougall,43000000,47309313,Participant,108
PG,Animation,7.8,Travis Knight,Charlize Theron,60000000,76249438,Focus Features,101
PG-13,Comedy,6.6,Woody Allen,Jesse Eisenberg,30000000,43763247,Gravier Productions,96
R,Horror,5.0,Adam Wingard,James Allen McCune,5000000,45173154,Lionsgate,89
PG,Animation,5.6,Kevin Munroe,James Arnold Taylor,20000000,13385737,Gramercy Pictures (I),94
PG-13,Action,6.3,Kevin Reynolds,Joseph Fiennes,20000000,46771565,LD Entertainment,107
PG-13,Comedy,5.7,Warren Beatty,Lily Collins,25000000,3885342,New Regency Productions,127
R,Comedy,5.9,Josh Gordon,Jason Bateman,45000000,114501299,DreamWorks,105
PG-13,Biography,6.8,Stephen Frears,Meryl Streep,29000000,49052787,Pathé,111
R,Animation,6.4,Sam Liu,Kevin Conroy,3500000,4462034,Warner Bros. Animation,76
PG,Animation,6.8,Directors,Elle Fanning,30000000,106127278,Quad Productions,89
R,Comedy,6.1,Tom Tykwer,Tom Hanks,30000000,9169507,X-Filme Creative Pool,98
PG-13,Drama,6.1,Mike Flanagan,Elizabeth Reaser,9000000,81705746,Universal Pictures,99
R,Drama,5.4,Marc Forster,Blake Lively,30000000,678150,2DUX²,109
PG-13,Horror,4.8,Jason Zada,Natalie Dormer,10000000,39712000,AI-Film,93
R,Crime,6.5,Jodie Foster,George Clooney,27000000,93282604,TriStar Pictures,98
PG,Animation,5.7,Chris Wedge,Lucas Till,125000000,64493915,Paramount Pictures,104
PG-13,Comedy,6.6,John Krasinski,Sharlto Copley,3800000,1138609,Sycamore Pictures,88
R,Comedy,3.5,Michael Tiddes,Marlon Wayans,5000000,22227514,Fermion Films,92
PG-13,Comedy,6.0,Kirk Jones,Nia Vardalos,18000000,90632641,Gold Circle Films,94
R,Action,6.2,Ang Lee,Joe Alwyn,40000000,30930984,Bona Film Group,113
R,Drama,6.1,Olivier Assayas,Kristen Stewart,6000000,2840408,CG Cinéma,105
PG,Comedy,6.4,Whit Stillman,Kate Beckinsale,3000000,21401949,Westerly Films,90
R,Biography,6.8,Ben Younger,Miles Teller,6000000,6698679,Verdi Productions,117
R,Biography,6.6,Glenn Ficarra,Tina Fey,35000000,24972139,Broadway Video,112
PG-13,Biography,7.0,Jeff Nichols,Ruth Negga,9000000,12957265,Raindog Films,123
PG-13,Comedy,7.7,Bruce Beresford,Eddie Murphy,8000000,685780,Cinelou Films,104
R,Biography,6.6,Jonathan Jakubowicz,Edgar Ramírez,20000000,4978353,Fuego Films,111
PG-13,Biography,6.7,Mick Jackson,Rachel Weisz,10000000,7994527,BBC Films,109
PG-13,Action,5.9,Tim Story,Ice Cube,40000000,124608438,Universal Pictures,102
PG,Animation,6.0,Ash Brannon,Luke Wilson,60000000,23157646,Summit Premiere,90
PG-13,Biography,7.1,Stephen Hopkins,Stephan James,35000000,25070261,Forecast Pictures,134
PG-13,Biography,6.9,Amma Asante,David Oyelowo,14000000,14459330,Fox Searchlight Pictures,111
PG-13,Horror,5.3,Brad Peyton,Aaron Eckhart,5000000,9037058,IM Global,87
PG-13,Action,7.9,Taika Waititi,Chris Hemsworth,180000000,853983911,Walt Disney Pictures,130
PG-13,Biography,7.4,Joe Wright,Gary Oldman,30000000,150847274,Focus Features,125
R,Action,6.9,Patrick Hughes,Ryan Reynolds,30000000,176600207,Summit Entertainment,118
R,Horror,7.3,Andy Muschietti,Bill Skarsgård,35000000,701796444,New Line Cinema,135
PG-13,Action,7.4,Jon Watts,Tom Holland,175000000,880166924,Columbia Pictures,133
R,Action,8.0,Denis Villeneuve,Harrison Ford,150000000,259334548,Alcon Entertainment,164
PG-13,Action,7.6,James Gunn,Chris Pratt,200000000,863756051,Marvel Studios,136
PG,Biography,7.6,Michael Gracey,Hugh Jackman,84000000,438006904,Bona Film Group,105
PG-13,Action,6.9,Jake Kasdan,Dwayne Johnson,90000000,962542945,Columbia Pictures,119
R,Action,5.5,Seth Gordon,Dwayne Johnson,69000000,177856751,Paramount Pictures,116
PG-13,Comedy,5.8,Hallie Meyers-Shyer,Reese Witherspoon,12000000,37270721,Black Bicycle Entertainment,97
PG-13,Action,6.6,F. Gary Gray,Vin Diesel,250000000,1236005118,Universal Pictures,136
R,Horror,7.7,Jordan Peele,Daniel Kaluuya,4500000,255589157,Universal Pictures,104
PG-13,Action,7.8,Christopher Nolan,Fionn Whitehead,100000000,527016307,Syncopy,106
PG,Animation,8.4,Lee Unkrich,Anthony Gonzalez,175000000,807817888,Walt Disney Pictures,105
R,Action,7.6,Edgar Wright,Ansel Elgort,34000000,226945087,TriStar Pictures,113
PG,Animation,6.3,Tom McGrath,Alec Baldwin,125000000,527965936,DreamWorks Animation,97
R,Action,8.1,James Mangold,Hugh Jackman,97000000,619179950,Twentieth Century Fox,137
PG-13,Action,7.4,Patty Jenkins,Gal Gadot,149000000,822824522,Warner Bros.,141
R,Horror,6.4,Ridley Scott,Michael Fassbender,97000000,240891763,Twentieth Century Fox,122
R,Action,7.5,Chad Stahelski,Keanu Reeves,40000000,171547802,Summit Entertainment,122
PG,Drama,8.0,Stephen Chbosky,Jacob Tremblay,20000000,306209289,Lionsgate,113
PG-13,Action,6.1,Zack Snyder,Ben Affleck,300000000,657926987,Warner Bros.,120
R,Drama,6.6,Darren Aronofsky,Jennifer Lawrence,30000000,44516999,Paramount Pictures,121
PG-13,Action,6.5,Joachim Rønning,Johnny Depp,230000000,794881442,Walt Disney Pictures,129
R,Adventure,7.3,Guillermo del Toro,Sally Hawkins,19400000,195333312,Double Dare You (DDY),123
R,Drama,6.6,Sebastián Lelio,Rachel Weisz,6000000,8003180,Braven Films,114
PG-13,Action,6.6,Jordan Vogt-Roberts,Tom Hiddleston,185000000,566652812,Warner Bros.,118
PG,Family,7.1,Bill Condon,Emma Watson,160000000,1264434525,Mandeville Films,129
R,Action,6.7,Matthew Vaughn,Taron Egerton,104000000,410902662,Twentieth Century Fox,141
R,Comedy,8.1,Martin McDonagh,Frances McDormand,15000000,160192267,Blueprint Pictures,115
PG-13,Action,7.0,Rian Johnson,Daisy Ridley,317000000,1332698830,Walt Disney Pictures,152
R,Biography,7.5,Craig Gillespie,Margot Robbie,11000000,53939297,AI-Film,119
R,Action,6.7,David Leitch,Charlize Theron,30000000,100014025,Focus Features,115
R,Crime,7.7,Taylor Sheridan,Elizabeth Olsen,11000000,43980821,Acacia Filmed Entertainment,107
PG-13,Crime,6.5,Kenneth Branagh,Kenneth Branagh,55000000,352794081,Twentieth Century Fox,114
PG-13,Action,6.7,Guy Ritchie,Charlie Hunnam,175000000,148675066,Warner Bros.,126
R,Comedy,7.4,Greta Gerwig,Saoirse Ronan,10000000,78966486,IAC Films,94
PG-13,Comedy,7.0,Steven Soderbergh,Channing Tatum,29000000,48453605,Fingerprint Releasing,118
R,Drama,4.6,James Foley,Dakota Johnson,55000000,381545846,Universal Pictures,118
PG-13,Comedy,6.6,Christopher Landon,Jessica Rothe,4800000,125479266,Universal Pictures,96
PG-13,Action,5.2,Michael Bay,Mark Wahlberg,217000000,605425157,Paramount Pictures,154
R,Crime,7.4,Benny Safdie,Robert Pattinson,4500000,3283369,Elara Pictures,102
PG-13,Action,6.3,Rupert Sanders,Scarlett Johansson,110000000,169846945,Paramount Pictures,107
R,Biography,7.4,Aaron Sorkin,Jessica Chastain,30000000,59284015,STX Entertainment,140
R,Drama,7.2,Scott Cooper,Scott Shepherd,39000000,35669017,"Grisbi Productions, Le",134
PG-13,Action,6.5,Luc Besson,Dane DeHaan,177200000,225973340,EuropaCorp,136
